id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
2233,0,5,0,1,1,0,0,1,1,6,0,0,1,0,5,1
2234,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0
2235,0,0,0,0,0,0,0,0,1,0,2,0,0,22,0,1
2236,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2237,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0
2238,2,1,0,9,2,1,0,1,0,2,2,0,0,1,0,0
2239,8,5,1,1,3,9,0,0,30,10,34,0,0,1,0,0
2240,47,2,1,0,5,0,0,0,1,6,1,3,0,3,4,0
2241,0,1,4,1,0,10,0,0,1,0,0,0,1,6,0,1
2242,0,7,44,1,0,9,0,2,14,3,0,1,6,0,16,0
2243,1,1,0,0,0,0,0,2,1,2,0,0,1,1,2,1
2244,41,0,12,4,1,5,0,0,1,9,2,7,0,39,1,0
2245,4,1,0,1,2,0,0,0,2,0,0,0,0,1,1,0
2246,0,3,1,0,0,0,2,1,5,1,0,0,0,0,0,0
2247,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
2248,6,0,18,1,0,1,0,0,1,4,4,0,4,0,0,0
2249,1,6,2,0,1,9,2,0,0,0,0,0,1,3,0,0
2250,0,0,0,1,1,0,0,0,2,7,1,0,1,1,1,0
2251,1,2,5,1,7,3,0,0,1,1,3,0,0,1,2,0
2252,1,0,4,0,0,0,0,0,0,0,1,0,2,7,0,1
2253,4,0,1,0,0,1,0,0,1,2,44,0,2,1,0,0
2254,1,1,4,0,0,0,0,2,1,0,0,0,2,0,1,1
2255,1,1,2,2,0,4,2,0,0,0,0,0,0,4,0,0
2256,3,2,19,0,2,6,0,0,0,2,0,2,0,42,0,1
2257,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,1
2258,5,0,10,0,1,2,0,3,0,0,0,0,0,1,3,0
2259,0,4,2,1,1,6,0,1,2,4,1,1,1,5,2,0
2260,0,1,7,1,0,2,0,0,2,0,0,1,0,2,1,1
2261,3,8,30,0,1,0,0,3,1,0,2,0,0,13,1,0
2262,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1
2263,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,1
2264,2,0,7,0,1,1,4,0,0,2,6,0,3,0,0,1
2265,1,0,0,0,0,0,0,1,2,0,0,0,0,2,1,1
2266,0,0,12,0,0,0,0,0,2,1,0,0,1,1,1,1
2267,3,1,1,0,5,1,0,0,0,4,0,0,0,2,0,0
2268,0,0,55,1,0,6,0,0,2,0,1,0,0,0,1,0
2269,0,0,0,0,0,8,0,0,0,4,0,0,1,11,0,0
2270,4,0,1,1,1,7,1,0,8,7,1,0,2,7,28,0
2271,0,0,3,0,2,0,10,1,1,0,0,0,0,6,1,1
2272,3,4,60,0,1,0,0,0,2,0,0,0,1,4,3,1
2273,0,2,0,1,2,2,2,0,1,2,0,3,0,2,0,0
2274,4,2,0,0,0,1,0,0,1,0,0,0,0,1,3,1
2275,4,4,4,1,5,0,0,1,0,2,3,0,0,5,1,1
2276,0,1,0,0,0,0,0,0,0,7,3,1,0,9,0,1
2277,0,17,25,0,9,18,2,0,6,1,0,1,2,3,0,0
2278,1,0,4,0,1,4,0,1,1,0,5,0,0,9,0,0
2279,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2280,0,0,5,0,1,1,0,6,0,6,2,0,1,3,1,1
2281,3,0,0,0,1,0,1,0,0,3,0,0,0,4,0,1
2282,0,2,18,0,0,0,0,0,2,3,1,0,0,11,1,1
2283,0,1,6,0,0,0,0,0,0,6,0,0,0,1,0,0
2284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2285,0,1,2,1,0,2,9,0,2,1,3,0,0,5,1,0
2286,1,1,0,1,0,11,7,5,0,2,0,0,1,0,0,1
2287,3,19,0,1,0,6,0,0,2,0,0,0,0,3,1,0
2288,1,0,6,0,1,0,0,0,0,1,0,0,2,10,0,0
2289,1,0,1,0,0,0,0,0,0,6,0,0,1,7,1,0
2290,5,4,4,2,0,55,0,1,5,0,0,5,0,0,3,0
2291,1,0,2,0,0,1,0,1,3,0,0,0,0,20,0,0
2292,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,1
2293,1,0,0,0,0,0,0,0,0,4,0,0,0,6,0,1
2294,1,1,1,0,28,2,0,1,0,2,1,0,0,0,1,1
2295,6,8,1,1,0,4,2,6,5,2,0,1,0,1,1,0
2296,6,1,4,0,1,8,1,0,1,4,0,0,2,8,3,1
2297,2,3,31,1,2,0,0,0,0,1,0,1,0,2,1,1
2298,0,0,0,0,0,0,2,0,0,3,0,0,0,16,0,1
2299,0,0,4,2,1,0,1,0,1,0,33,0,0,0,1,0
2300,0,0,0,0,3,17,0,1,0,1,1,0,0,0,0,1
2301,0,0,4,0,2,0,0,0,0,1,0,0,0,10,0,1
2302,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1
2303,0,3,8,0,12,2,0,0,0,0,0,0,0,4,2,1
2304,5,1,6,1,0,0,0,0,0,4,0,1,0,0,1,1
2305,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
2306,1,3,3,1,3,10,0,0,8,0,0,1,0,18,0,0
2307,2,1,2,0,1,1,1,0,3,1,1,0,3,4,1,0
2308,2,0,15,0,0,6,1,0,6,0,1,0,0,6,0,0
2309,0,1,0,0,0,1,0,0,0,4,1,0,0,3,0,0
2310,2,0,6,0,2,1,0,0,0,6,0,1,1,30,2,0
2311,1,12,17,1,4,0,0,0,0,0,1,0,4,2,0,1
2312,6,0,11,0,1,3,0,0,0,0,4,0,0,6,0,0
2313,3,1,25,0,4,15,1,0,1,1,0,0,1,64,0,0
2314,3,1,12,1,0,0,1,0,0,4,2,1,0,5,1,0
2315,0,3,2,0,0,0,0,0,0,4,0,0,0,5,0,0
2316,2,0,7,1,5,19,4,0,0,0,2,1,1,6,5,1
2317,0,0,39,1,1,1,1,0,0,2,2,0,0,4,0,0
2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2319,2,0,0,0,2,0,0,0,9,1,0,0,2,2,34,0
2320,8,1,6,0,2,0,0,0,1,0,1,1,1,16,1,0
2321,1,1,1,0,0,0,0,2,2,0,0,0,0,6,1,0
2322,5,0,6,0,0,0,0,0,0,0,0,0,0,5,0,1
2323,5,0,22,2,2,13,0,1,0,3,2,17,0,3,1,0
2324,6,0,12,2,0,4,15,1,0,2,1,0,3,3,2,1
2325,0,1,4,0,0,0,0,0,1,0,2,0,0,0,0,0
2326,0,3,8,0,0,0,0,0,0,0,0,1,0,1,0,1
2327,1,0,1,0,5,0,0,3,0,0,0,0,0,0,0,1
2328,0,2,4,0,1,3,2,0,1,0,0,1,0,2,1,1
2329,0,0,7,1,0,0,0,0,4,0,0,0,0,2,2,0
2330,9,0,6,0,0,2,1,0,0,1,0,3,1,4,2,0
2331,5,1,22,0,0,10,0,1,4,2,0,0,1,5,1,0
2332,0,0,2,0,2,2,1,0,0,32,7,0,0,9,1,0
2333,3,1,4,0,0,11,10,7,3,1,0,4,1,11,1,1
2334,2,3,14,1,0,5,0,0,10,1,0,1,1,7,0,0
2335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2336,1,0,2,1,1,0,3,1,6,3,1,0,0,8,0,1
2337,3,0,3,0,1,1,0,0,1,0,1,1,1,3,1,0
2338,1,0,9,2,0,1,0,0,2,0,0,0,0,0,1,1
2339,1,0,1,2,1,0,0,0,0,1,2,0,0,0,0,0
2340,0,1,0,0,0,4,0,2,2,2,3,0,2,24,3,0
2341,8,0,6,1,0,1,0,0,0,6,0,1,1,3,1,0
2342,23,1,15,0,3,1,1,1,3,5,1,0,2,52,0,0
2343,2,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1
2344,2,1,3,2,1,1,2,0,0,1,5,1,1,12,1,0
2345,1,1,4,2,1,1,0,0,0,0,2,0,0,25,0,0
2346,0,0,5,0,0,0,0,0,3,0,3,0,0,8,2,0
2347,2,3,1,0,1,0,0,1,3,2,2,0,0,16,1,0
2348,0,0,0,1,4,0,0,0,5,0,1,0,0,13,3,1
2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2350,1,0,0,1,2,9,0,0,0,2,2,0,0,0,0,1
2351,4,1,0,0,0,8,0,2,25,1,0,0,0,0,0,0
2352,0,1,9,0,0,1,4,0,0,1,0,3,0,12,0,1
2353,2,1,7,0,0,1,0,0,0,2,0,1,1,2,2,1
2354,0,0,13,0,0,0,0,0,0,4,0,0,0,0,5,0
2355,7,1,0,0,0,4,0,0,0,4,0,8,0,1,0,0
2356,0,0,7,0,1,0,0,1,0,0,0,2,0,8,1,1
2357,0,0,0,1,0,0,1,1,0,3,0,2,0,7,4,0
2358,2,4,4,3,0,3,0,11,0,2,61,2,1,3,1,0
2359,3,0,8,0,0,1,0,1,0,5,0,0,0,11,0,1
2360,0,0,0,1,0,0,0,0,0,4,0,1,0,26,0,1
2361,2,0,6,1,0,7,0,1,2,2,13,1,0,21,5,0
2362,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
2363,6,0,0,1,2,4,1,2,1,0,0,0,0,1,1,0
2364,0,20,14,1,0,4,6,3,2,32,1,2,0,21,0,1
2365,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2366,23,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
2367,0,1,0,1,4,1,3,0,0,2,0,0,0,6,2,0
2368,0,0,1,0,0,0,5,1,0,3,0,1,0,6,0,1
2369,2,0,0,0,5,10,0,0,1,1,0,0,1,1,0,0
2370,0,0,2,0,0,0,0,2,7,1,0,0,0,0,2,0
2371,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,1
2372,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1
2373,0,0,1,0,2,0,0,1,0,1,2,0,0,0,0,1
2374,4,0,5,0,0,1,0,1,2,2,2,0,0,49,1,1
2375,1,1,1,1,3,1,2,3,0,5,0,0,0,12,72,0
2376,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1
2377,1,2,0,0,5,3,0,0,1,1,0,0,0,3,0,0
2378,22,4,2,4,3,0,0,1,0,4,0,1,1,2,23,0
2379,3,14,12,1,0,0,0,1,1,2,4,1,1,12,41,0
2380,1,11,0,2,0,5,2,2,4,2,0,2,0,1,2,0
2381,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2382,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1
2383,1,0,13,0,0,0,0,0,4,8,0,0,0,0,0,1
2384,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1
2385,0,0,26,0,0,1,0,0,1,0,0,0,0,0,1,0
2386,14,0,3,0,1,0,0,1,7,0,1,0,1,15,1,1
2387,1,10,2,0,4,2,0,7,1,2,0,0,0,1,0,0
2388,1,2,3,0,0,1,10,0,0,2,2,1,1,3,1,0
2389,0,1,0,0,0,2,1,0,1,7,0,0,3,2,0,0
2390,2,0,2,0,1,0,0,0,4,3,0,0,0,2,0,0
2391,6,0,2,0,7,0,0,2,27,2,1,0,1,2,0,1
2392,0,8,7,2,5,1,19,1,7,7,11,2,6,1,19,0
2393,2,0,12,0,6,1,1,2,0,5,1,0,2,5,0,0
2394,1,0,11,0,1,0,0,0,0,0,1,0,0,11,1,1
2395,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2396,3,1,1,0,0,0,0,0,0,2,0,0,0,4,0,1
2397,1,0,0,0,0,0,0,0,3,3,0,1,0,22,1,1
2398,0,2,15,1,0,23,0,0,0,2,0,2,0,0,6,1
2399,0,0,3,0,1,0,0,0,0,0,0,0,0,2,2,1
2400,4,4,24,0,1,1,0,0,5,3,3,4,0,19,0,0
2401,0,1,7,0,0,0,0,0,0,2,1,0,0,1,0,1
2402,4,0,1,1,0,0,1,2,0,3,1,0,0,1,1,0
2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2404,16,0,2,0,1,0,0,0,1,1,1,0,3,14,8,1
2405,1,0,0,0,3,10,0,0,4,0,0,0,0,0,0,1
2406,2,2,12,0,0,2,0,0,1,11,0,0,1,4,3,0
2407,2,0,0,0,4,0,0,1,0,0,3,1,1,6,0,1
2408,0,1,2,0,0,0,0,0,3,0,1,0,1,13,9,1
2409,1,0,0,1,1,0,2,2,26,2,2,0,0,9,2,0
2410,1,0,1,0,3,3,0,1,0,1,1,0,1,4,1,0
2411,0,2,0,2,0,0,0,0,1,2,0,0,0,1,1,0
2412,3,0,5,0,1,0,0,3,2,0,1,7,1,3,0,0
2413,2,9,0,1,2,3,0,2,2,6,0,1,1,7,2,1
2414,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2415,0,0,1,1,6,0,0,0,2,0,0,1,0,7,6,0
2416,1,0,8,1,3,0,0,0,0,0,0,0,0,5,0,1
2417,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2418,1,5,36,0,1,0,0,0,2,2,1,1,0,2,0,1
2419,0,0,2,0,0,0,0,6,0,1,0,2,0,4,0,1
2420,7,2,0,0,0,13,0,0,1,11,3,0,0,2,1,0
2421,6,0,0,0,0,1,1,0,1,10,19,1,1,39,4,0
2422,1,2,4,0,0,3,0,0,2,2,0,0,0,2,2,0
2423,0,0,5,0,1,0,1,0,1,2,0,1,2,2,0,1
2424,0,1,8,0,0,0,0,1,0,5,0,0,0,2,0,1
2425,0,0,6,0,0,4,0,0,0,2,0,0,1,2,0,1
2426,1,0,28,0,0,0,0,0,0,0,1,0,0,2,0,1
2427,3,2,4,1,3,0,0,0,0,3,6,1,1,12,1,0
2428,1,4,7,1,0,1,3,3,1,0,1,6,0,28,0,0
2429,4,4,7,0,0,1,1,1,0,0,61,1,0,4,0,0
2430,5,15,6,0,8,1,0,0,0,0,0,0,0,0,2,0
2431,4,3,2,0,0,5,1,0,0,0,0,1,3,0,0,0
2432,1,0,1,1,2,0,1,1,1,4,65,0,4,2,2,0
2433,0,0,0,0,1,1,0,0,0,4,0,0,0,3,42,0
2434,2,0,3,0,1,0,0,1,5,0,1,0,0,1,0,0
2435,38,0,2,1,0,6,0,1,3,3,0,4,0,5,5,0
2436,0,0,12,0,0,1,0,0,2,5,0,3,0,7,2,0
2437,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2438,0,9,4,0,0,0,0,0,0,3,0,0,0,0,0,1
2439,0,0,2,0,2,0,0,0,0,6,0,0,2,6,1,1
2440,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0
2441,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1
2442,4,0,2,0,0,4,1,0,0,0,2,0,0,20,2,1
2443,0,2,5,0,0,1,0,0,0,3,0,0,0,1,0,0
2444,0,0,4,0,1,6,0,0,1,1,0,0,0,2,0,0
2445,1,5,5,1,5,6,0,0,6,2,31,1,0,0,1,0
2446,0,0,1,0,2,0,0,0,6,9,0,0,0,14,0,0
2447,1,12,1,0,0,0,0,2,0,0,1,0,0,1,0,1
2448,4,1,0,0,6,1,0,0,7,4,0,1,0,0,1,0
2449,5,0,2,0,2,44,0,0,2,0,1,0,0,16,0,0
2450,7,7,10,2,0,2,0,0,1,0,0,0,3,2,2,1
2451,9,0,6,2,0,6,0,0,1,0,0,0,1,2,1,1
2452,3,0,3,0,1,1,0,0,1,1,1,0,0,1,0,0
2453,0,0,0,2,0,0,0,2,0,2,2,5,1,2,0,0
2454,1,0,1,1,0,0,1,0,2,0,0,1,0,4,0,0
2455,0,0,11,2,0,13,0,4,0,4,2,0,0,0,0,1
2456,2,5,0,1,0,2,4,8,9,5,0,0,2,0,1,1
2457,0,6,4,0,0,1,0,1,0,8,5,0,0,7,3,0
2458,0,0,1,1,0,0,0,0,0,1,0,0,0,2,5,1
2459,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1
2460,1,0,22,0,0,0,0,2,0,0,0,0,0,2,0,0
2461,2,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0
2462,1,8,3,2,0,3,1,1,2,10,3,1,36,24,1,0
2463,1,1,23,1,23,56,7,0,2,4,0,0,0,24,0,1
2464,0,5,0,0,0,0,0,0,1,0,0,0,0,4,0,0
2465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2466,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2467,2,3,0,1,0,0,1,1,0,6,0,0,0,9,0,1
2468,3,1,7,1,2,1,0,0,1,0,3,0,0,1,2,0
2469,4,0,0,0,3,2,0,0,0,7,4,4,0,0,2,1
2470,1,0,28,1,0,1,0,0,0,2,0,2,0,9,0,1
2471,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
2472,4,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1
2473,2,0,1,2,3,0,1,3,0,2,11,0,0,29,0,1
2474,0,2,0,2,1,0,0,0,1,1,0,0,0,1,3,0
2475,0,1,3,1,1,13,0,0,0,0,0,0,0,3,0,0
2476,4,0,3,0,14,1,0,0,0,4,3,7,4,0,6,0
2477,7,4,17,1,1,0,1,0,1,5,16,0,12,2,0,0
2478,1,1,2,0,0,0,0,0,2,1,2,0,1,20,1,0
2479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2480,2,1,20,0,0,0,0,1,0,2,0,0,0,0,0,1
2481,0,0,1,0,0,1,0,0,5,5,0,0,0,5,0,0
2482,3,3,9,3,1,1,0,0,0,1,3,0,1,0,0,1
2483,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,1
2484,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1
2485,1,4,0,1,1,8,0,0,6,4,0,0,0,5,6,0
2486,2,8,2,1,3,0,0,1,0,2,0,0,1,2,7,1
2487,0,1,1,0,1,0,0,5,0,2,0,0,0,0,0,0
2488,1,0,0,1,1,11,0,0,0,1,0,1,1,38,1,0
2489,0,0,2,1,0,6,0,1,2,4,0,0,0,7,0,0
2490,0,14,15,2,2,55,2,2,0,12,0,1,1,8,1,0
2491,2,0,6,0,0,2,0,0,2,1,0,0,0,4,0,0
2492,0,0,0,0,0,15,0,0,1,1,0,0,0,3,0,1
2493,3,3,3,1,0,1,2,0,0,3,2,0,1,11,6,0
2494,5,7,0,10,1,1,3,1,6,10,16,1,2,22,0,0
2495,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,1
2496,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2497,0,0,2,0,1,0,0,0,4,0,1,0,0,0,0,1
2498,2,23,7,3,1,0,3,0,0,2,2,1,3,0,1,0
2499,0,1,0,1,2,18,0,0,9,2,0,4,0,18,5,0
2500,0,0,2,1,2,1,0,0,0,2,0,0,0,4,0,0
2501,0,1,1,2,0,0,0,0,0,4,0,0,0,5,0,1
2502,4,0,1,0,1,1,0,1,0,0,1,2,1,0,3,0
2503,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2504,1,3,2,1,2,0,2,0,0,1,0,0,1,7,2,1
2505,0,1,0,1,0,7,0,1,0,1,1,0,0,17,0,0
2506,4,0,0,0,2,0,0,1,0,3,6,0,1,13,1,1
2507,1,0,2,0,2,0,0,0,1,0,1,0,0,1,0,0
2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2509,3,0,2,0,2,0,0,0,0,2,0,0,0,1,2,0
2510,2,0,0,0,0,0,0,0,4,3,0,1,2,5,0,0
2511,6,0,13,1,5,0,0,0,0,0,0,0,1,2,0,0
2512,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,1
2513,7,0,11,2,2,2,13,2,0,0,0,19,2,2,42,1
2514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1
2515,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,1
2516,0,2,4,0,0,0,0,1,0,2,0,1,0,5,2,1
2517,1,6,21,1,0,2,0,0,0,2,0,0,0,10,2,1
2518,8,0,60,1,2,1,1,4,1,0,0,0,0,3,5,0
2519,0,0,2,0,0,2,11,0,0,4,0,3,0,3,2,1
2520,8,1,1,1,3,13,12,0,0,1,0,1,0,2,0,1
2521,0,0,1,0,0,0,0,1,0,3,1,1,0,1,0,0
2522,0,0,6,0,1,0,0,0,3,0,0,0,0,6,0,1
2523,3,0,12,1,1,0,1,0,0,1,3,3,0,4,0,0
2524,0,1,2,0,1,0,0,0,0,1,0,0,0,4,2,1
2525,1,0,23,0,0,9,0,1,7,3,0,0,1,49,0,0
2526,4,12,5,2,2,4,1,1,2,15,0,1,4,11,2,0
2527,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1
2528,0,0,5,0,0,2,0,1,7,7,0,1,0,0,0,0
2529,3,1,6,2,1,0,0,0,0,5,0,0,2,14,1,1
2530,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1
2531,2,2,1,0,0,0,0,0,0,0,1,1,0,8,0,0
2532,1,0,0,0,0,1,0,1,12,0,0,0,0,1,2,1
2533,0,0,0,0,0,17,0,0,1,28,1,0,0,6,0,1
2534,1,0,7,0,0,0,0,2,0,1,7,0,0,0,12,0
2535,0,0,6,0,1,0,0,0,0,0,4,0,1,2,3,1
2536,1,0,1,0,1,0,0,0,3,0,7,0,0,1,1,0
2537,0,0,3,0,1,0,0,1,0,1,5,0,0,2,0,1
2538,3,0,5,0,1,4,0,2,1,0,1,0,0,4,0,0
2539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2540,3,0,0,1,1,0,0,1,1,0,1,0,2,1,2,1
2541,3,0,5,1,4,0,0,0,0,16,2,0,0,2,0,0
2542,8,1,2,2,0,13,0,2,2,0,1,0,0,2,0,0
2543,0,7,9,0,3,1,0,1,0,1,0,0,1,2,1,1
2544,3,2,2,1,1,3,21,3,2,2,7,7,0,16,1,1
2545,2,0,3,0,1,4,0,0,1,0,1,0,1,4,1,0
2546,2,0,1,0,0,0,4,0,0,0,0,1,1,15,0,0
2547,5,3,0,0,0,0,1,0,0,0,2,0,0,13,1,1
2548,0,0,40,1,7,0,0,1,0,5,0,0,0,1,0,1
2549,2,1,6,1,1,9,0,5,0,6,45,0,1,8,0,0
2550,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,1
2551,0,1,6,1,0,1,1,0,0,3,2,0,0,5,6,0
2552,1,0,6,0,4,1,0,1,1,0,0,0,0,1,1,1
2553,5,4,2,0,0,0,1,0,0,3,2,0,1,3,15,1
2554,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2555,3,0,2,0,3,0,0,1,0,0,0,0,1,4,2,0
2556,2,0,6,0,4,7,0,2,2,8,0,2,0,12,0,0
2557,0,0,0,0,1,0,3,1,1,5,3,0,1,6,0,1
2558,7,2,25,2,2,0,0,0,2,2,0,0,0,16,0,1
2559,0,2,5,0,1,0,0,1,0,0,3,2,1,0,1,0
2560,0,1,1,0,4,0,0,0,1,0,0,0,0,0,2,1
2561,3,0,3,0,2,0,1,0,0,0,0,0,2,0,2,0
2562,1,0,4,2,2,0,1,0,1,1,3,0,0,0,1,0
2563,2,10,8,3,1,0,1,8,2,4,3,22,1,27,0,1
2564,3,2,56,0,0,0,0,0,6,7,1,0,1,1,0,0
2565,1,1,6,1,1,3,1,0,0,0,0,1,0,40,1,0
2566,0,0,4,0,3,0,0,0,0,0,0,0,0,1,0,1
2567,0,0,0,1,3,19,0,0,0,1,1,0,0,0,0,0
2568,0,0,1,5,6,1,3,0,1,2,1,0,1,11,1,0
2569,2,1,44,2,1,1,1,0,2,12,3,0,0,2,1,0
2570,1,1,30,0,0,1,0,1,0,1,0,0,0,1,0,0
2571,0,0,0,0,0,1,0,1,0,2,2,0,1,0,2,1
2572,0,0,0,1,0,0,3,0,1,28,2,0,1,4,1,1
2573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2574,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1
2575,3,0,2,0,0,0,0,1,0,0,0,0,1,0,6,0
2576,2,0,2,0,2,5,0,0,2,0,2,0,0,1,2,0
2577,1,1,2,2,1,0,0,1,0,0,0,0,0,1,0,1
2578,8,3,1,1,0,0,0,5,5,0,0,0,0,7,14,1
2579,1,0,28,0,0,0,0,2,0,5,0,1,0,0,0,1
2580,6,0,2,4,1,8,0,4,6,0,2,1,0,36,0,0
2581,0,1,10,1,0,3,2,1,4,0,0,0,0,1,0,1
2582,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2583,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,1
2584,6,5,1,1,0,2,0,5,7,0,2,0,1,4,2,0
2585,0,0,2,0,1,0,0,0,0,0,0,0,0,5,0,1
2586,2,4,13,0,2,0,0,0,0,0,1,0,1,0,16,1
2587,2,1,3,1,1,1,3,0,18,30,0,8,0,8,0,1
2588,3,5,0,0,0,0,0,0,0,4,1,0,0,0,0,1
2589,8,24,0,0,0,0,1,4,5,7,0,0,0,17,0,0
2590,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2591,0,0,2,0,5,1,1,0,0,2,0,0,2,3,0,0
2592,4,1,1,0,5,0,0,10,0,1,5,0,1,2,4,0
2593,2,0,14,0,4,1,1,0,3,0,3,0,0,1,0,0
2594,0,0,0,0,1,2,0,1,1,0,2,1,0,4,0,0
2595,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2596,9,0,1,0,0,1,0,0,2,2,0,0,1,1,3,1
2597,2,1,4,1,0,19,0,2,0,0,2,0,0,2,1,0
2598,41,19,6,2,1,0,0,1,1,0,0,0,0,6,1,0
2599,5,0,8,1,1,7,0,2,0,2,2,0,0,6,0,1
2600,0,6,10,0,0,0,0,0,4,1,2,0,0,3,0,0
2601,0,0,2,0,2,0,0,0,1,6,0,0,0,4,1,0
2602,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,1
2603,1,0,29,0,3,0,0,0,0,0,0,0,0,8,0,0
2604,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2605,1,3,58,0,0,2,2,1,0,1,0,0,1,2,1,1
2606,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,1
2607,0,1,12,0,0,0,2,0,0,0,1,19,0,8,0,1
2608,1,0,3,0,1,20,5,2,0,3,0,1,0,10,0,0
2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2610,0,2,1,0,7,43,1,0,0,1,42,0,0,80,0,0
2611,0,26,5,0,1,2,0,0,0,2,0,0,0,7,0,1
2612,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0
2613,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1
2614,0,8,10,0,3,18,0,0,6,7,0,1,0,24,0,0
2615,2,1,3,0,0,0,0,0,0,0,2,0,21,2,1,0
2616,8,0,2,0,3,0,0,0,22,8,0,3,0,0,5,0
2617,2,3,0,1,0,0,0,0,1,1,0,0,0,2,0,0
2618,0,2,0,0,1,0,0,0,2,0,3,1,1,0,2,1
2619,5,2,2,3,2,0,2,1,1,2,0,0,0,15,2,0
2620,1,0,2,1,0,0,0,2,1,4,0,0,3,11,0,1
2621,1,3,7,2,3,0,6,1,28,2,0,7,4,3,0,1
2622,3,1,3,2,0,0,0,0,0,0,1,0,1,3,2,1
2623,1,0,3,0,3,0,5,0,0,0,1,0,0,8,0,0
2624,0,4,0,1,21,4,0,1,0,3,1,1,0,1,0,0
2625,0,0,0,0,2,0,0,1,2,1,0,0,0,19,0,0
2626,5,7,16,0,2,0,1,2,0,2,1,0,0,28,0,0
2627,4,2,3,1,1,3,2,0,0,0,0,1,1,1,1,0
2628,2,0,0,0,5,0,0,1,3,0,0,0,0,3,0,0
2629,9,1,0,1,0,0,0,0,0,7,0,0,1,0,0,0
